step,train/vllm/spec_acceptance_length,train/vllm/spec_acceptance_rate,train/draft_loss,validation/accuracy,train/approx_entropy,train/gen_kl_error,train/reward,train/turns_per_sample/mean,train/math_code_harbor_agent/num_tool_calls/mean,train/math_code_harbor_agent/generated_tokens/mean,train/math_code_harbor_agent/model_generation_sec/mean,train/mean_gen_tokens_per_sample,validation/timing/rollout/total,timing/train/total_step_time,timing/train/exposed_generation,performance/generation_tokens_per_sec
92,,,,,0.34875465026584607,0.0015253805557282618,0.7705078125,7.6357421875,6.697265625,7976.384765625,111.9297705078125,7976.384765625,,437.21032038399426,40.10728198400466,20961.74023923549
93,,,,,0.36416329439452966,0.0015334051465956122,0.8016601204872131,7.9931640625,7.05859375,8190.4794921875,114.730474609375,8190.4794921875,,467.92857660700247,64.24259233899647,20101.840668684177
94,,,,,0.37274982590543004,0.0015273763226986148,0.78515625,7.58203125,6.6435546875,8130.796875,113.23030078125,8130.796875,,438.46901780999906,37.97347808499762,21483.425558009585
95,,,,,0.3424140943952807,0.0014818116329848863,0.88037109375,7.267578125,6.3134765625,7635.7158203125,104.54878515625,7635.7158203125,,541.7632217450009,100.54433517500729,18485.655767224005
96,,,,,0.35855127298236766,0.001537325768858011,0.82421875,7.5771484375,6.6103515625,8944.736328125,129.403689453125,8944.736328125,,442.42852618500183,3.9145735319980304,23171.889649726323
97,,,,,0.3683368632987367,0.0015521545297438877,0.8456054329872131,7.787109375,6.845703125,8904.396484375,129.7756123046875,8904.396484375,,474.225106484002,39.15358160899632,21360.911605498102
98,,,,,0.3489113430523503,0.001508645434384448,0.8293944597244263,7.39453125,6.44140625,8445.0244140625,117.8584072265625,8445.0244140625,,443.015541793,32.22097161700367,21834.393144634123
99,,,,,0.367304751424399,0.0016258892546048287,0.8374999761581421,7.2822265625,6.3251953125,8389.1572265625,122.100396484375,8389.1572265625,,464.32948384500196,51.197600810999575,20648.813864206866
100,,,,0.8062499761581421,0.3710832269507591,0.0015960232246428063,0.8166015148162842,7.7646484375,6.8193359375,8541.66015625,122.9219609375,8541.66015625,247.9980064190022,791.6442681070039,58.13697763500386,20505.586882543674
101,,,,,0.36797309828398284,0.0016684170216620942,0.8392578363418579,7.587890625,6.6357421875,8557.134765625,124.0672666015625,8557.134765625,,418.94470875899424,4.891546790997381,23315.56434426475
102,,,,,0.3695121909313457,0.0015902574971562444,0.8116210699081421,8.0224609375,7.0732421875,8246.0751953125,118.262880859375,8246.0751953125,,469.63189756499924,59.62519823299954,20338.885093764053
103,,,,,0.3460272151751269,0.0014283533121428604,0.7770507335662842,7.4736328125,6.5166015625,8699.744140625,125.3719755859375,8699.744140625,,508.395872148998,81.6342676610002,19518.730188613557
104,,,,,0.36965875219721056,0.0014930942642337186,0.8402342796325684,7.6171875,6.654296875,9481.2060546875,139.334458984375,9481.2060546875,,475.68249095300416,6.37311779599986,22804.181226999757
105,,,,,0.3558292131401686,0.0015290379119008435,0.8498046398162842,7.5908203125,6.640625,7808.912109375,107.18419140625,7808.912109375,,522.0123635030031,75.8838896469897,19560.054121615296
106,,,,,0.34131111316673923,0.0014841350582912582,0.8466796875,7.9013671875,6.947265625,8575.701171875,122.338650390625,8575.701171875,,421.4880780099993,3.574777208006708,23358.742631896257
107,,,,,0.3729901530070947,0.0015791301753989018,0.7811523079872131,7.4482421875,6.4912109375,8826.5849609375,129.1665146484375,8826.5849609375,,455.05749537900556,8.344555509997008,22223.575771744472
108,,,,,0.3644537570826287,0.0015680565540492353,0.8753906488418579,7.9462890625,6.990234375,8387.0859375,121.12784277343751,8387.0859375,,502.6541862450031,92.54637000100047,19067.28415660337
109,,,,,0.3652947666214459,0.001550672587782742,0.7848632335662842,8.0654296875,7.12890625,9676.8896484375,144.4864208984375,9676.8896484375,,478.68662801000755,4.148324384004809,22857.10433345796
110,,,,0.8145833611488342,0.36766623458606773,0.0015945230134377653,0.7951171398162842,8.029296875,7.0859375,8993.431640625,132.0953662109375,8993.431640625,248.01552529800392,763.6059683919884,13.118017671993584,22811.982376123968
111,,,,,0.34446494201620226,0.0015791209414679486,0.8519531488418579,7.3486328125,6.375,7963.3046875,112.47494140625,7963.3046875,,524.1439696529997,101.42138429597253,17419.29893484906
112,,,,,0.3448524912519133,0.0014377135340239988,0.81201171875,7.201171875,6.21875,8526.8623046875,121.36797363281251,8526.8623046875,,462.37053549895063,40.93447983294027,21043.396836461718
113,,,,,0.3468629001404224,0.001460844756955737,0.8486327528953552,7.7333984375,6.7685546875,8889.1181640625,132.181796875,8889.1181640625,,452.4473196089966,12.42408201500075,22342.821108541943
114,,,,,0.35908290673978627,0.001501726974638018,0.8516601324081421,7.6396484375,6.6767578125,8528.1123046875,121.6918349609375,8528.1123046875,,449.1126420489745,19.465678895940073,21739.991661666143
115,,,,,0.3702890360236779,0.001552554974495024,0.856738269329071,8.037109375,7.072265625,8476.580078125,123.411703125,8476.580078125,,549.0839037679834,53.75446133600781,20074.783427733204
116,,,,,0.35970587500446527,0.0015589676546312603,0.8583984375,7.7861328125,6.818359375,8743.9423828125,129.215091796875,8743.9423828125,,452.66088569600834,3.376622550014872,22263.1540313587
117,,,,,0.36333321454230827,0.0015657343988664252,0.7859374284744263,7.9833984375,7.0302734375,9177.533203125,134.7574033203125,9177.533203125,,497.037360014976,29.78797254007077,20975.92454072218
118,,,,,0.3485122170532122,0.0015475442379795368,0.8317382335662842,8.31640625,7.388671875,8720.8154296875,126.308970703125,8720.8154296875,,490.38285307295155,48.35334725596476,20360.3942889533
119,,,,,0.3606019241606191,0.0016025139276933942,0.8252929449081421,8.0703125,7.125,8688.8984375,125.73255078125,8688.8984375,,503.98749138298444,61.880019131000154,19713.92848829167
120,,,,0.824999988079071,0.3659249497623023,0.0016369890038561152,0.8424804210662842,7.9580078125,7,8913.482421875,130.2898427734375,8913.482421875,249.10359903401695,843.6778801109758,69.91997309098952,19404.05806779355
121,,,,,0.3538944602887568,0.0016308822719679483,0.8704100847244263,8.5654296875,7.6279296875,9387.7548828125,140.610306640625,9387.7548828125,,474.56425813701935,3.6772439450141974,22562.50791771689
122,,,,,0.35503555774698725,0.0015609902050393032,0.8438476324081421,8.44921875,7.521484375,8715.9248046875,128.468609375,8715.9248046875,,508.22871894197306,60.56006426003296,20014.60294019213
123,,,,,0.35306398431566777,0.0015330159014084188,0.8624023199081421,9.0849609375,8.1806640625,9121.8720703125,136.7380546875,9121.8720703125,,478.9972514209803,10.76133468595799,21824.846733975344
124,,,,,0.3639177983022819,0.0015596844779324215,0.8032225966453552,9.3681640625,8.494140625,9238.22265625,140.3567001953125,9238.22265625,,465.99241136200726,5.410022702999413,22607.045084222882
125,,,,,0.32244053690919827,0.0014453267279677107,0.8696288466453552,8.5537109375,7.638671875,7888.61328125,109.099984375,7888.61328125,,551.339424963051,88.0991906109848,18666.903255213787
